Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1686,Data Analytics Course,162,"5,346",223,25,5,0.031,"1,052",28/11/2024,Hydrabad,desktop,data analytics course
A1687,Data Analytics Course,182,"5,857",193,15,4,0.048,"1,384",11/2/2024,Hydrabad,desktop,data analytics course
A1688,Data Analytics Course,154,4836,$233.80,26,10,,"$1,838",11/30/2024,,desktop,data analytics course
A1689,Data Analytics Course,104,"5,291",187,19,10,0.096,"1,805",11/29/2024,Hydrabad,tablet,data analytics course
A1690,Data Analytics Course,101,"4,840",231,21,9,0.089,"1,556",11/22/2024,Hydrabad,desktop,data anaytics training
A1691,Data Analytics Course,173,"4,246",203,27,3,0.017,"1,276",11/29/2024,Hydrabad,tablet,learn data analytics
A1692,Data Analytics Course,186,5824,$224.48,29,6,,"$1,882",11/28/2024,,mobile,data analitics online
A1693,Data Analytics Course,148,"5,952",186,14,4,0.044,"1,469",10/11/2024,Hydrabad,mobile,data analytics course
A1694,Data Analytics Course,181,3691,$229.14,25,10,,"$1,375",11/6/2024,,mobile,analytics for data
A1695,Data Analytics Course,110,4350,$243.88,16,9,,"$1,157",15/11/2024,,TABLET,online data analytic
A1696,Data Analytics Course,151,5656,$191.95,18,7,,"$1,813",2/11/2024,,MOBILE,data analitics online
A1697,Data Analytics Course,90,"4,566",229,29,9,0.051,"1,697",11/13/2024,Hydrabad,desktop,data anaytics training
A1698,Data Analytics Course,111,4245,$245.76,22,8,0.072,,11/7/2024,,desktop,online data analytic
A1699,Data Analytics Course,170,"5,053",217,16,9,0.031,"1,497",17/11/2024,Hydrabad,mobile,data anaytics training
A1700,Data Analytics Course,112,"5,093",229,23,7,0.062,"1,188",17/11/2024,Hydrabad,desktop,analytics for data
A1701,Data Analytics Course,188,"5,336",189,17,3,0.016,"1,601",11/3/2024,Hydrabad,tablet,online data analytic
A1702,Data Analytics Course,85,4963,$186.21,14,6,,"$1,747",5/11/2024,,Mobile,data analytics course
A1703,Data Analytics Course,94,4544,$235.77,23,8,,"$1,342",11/5/2024,,tablet,online data analytic
A1704,Data Analytics Course,177,"4,901",218,20,10,0.056,"1,975",11/13/2024,Hydrabad,tablet,data analitics online
A1705,Data Analytics Course,150,"5,275",193,14,4,0.027,"1,170",27/11/2024,Hydrabad,tablet,data analitics online
A1706,Data Analytics Course,88,"5,225",203,22,6,0.068,"1,128",13/11/2024,Hydrabad,tablet,online data analytic
A1707,Data Analytics Course,128,"4,857",213,14,5,0.039,"1,538",25/11/2024,Hydrabad,desktop,data analitics online
A1708,Data Analytics Course,163,"5,310",243,26,9,0.055,"1,793",11/12/2024,Hydrabad,mobile,learn data analytics
A1709,Data Analytics Course,147,"5,014",193,12,8,0.054,"1,017",11/11/2024,Hydrabad,tablet,online data analytic
A1710,Data Analytics Course,191,"5,855",197,29,3,0.016,"1,085",21/11/2024,Hydrabad,desktop,data analytics course
A1711,Data Analytics Course,,"5,916",234,17,6,0.044,"1,982",11/2/2024,Hydrabad,desktop,data analytics course
A1712,Data Analytics Course,115,"3,952",229,25,4,0.035,"1,440",20/11/2024,Hydrabad,tablet,online data analytic
A1713,Data Analytics Course,123,"4,208",213,29,6,0.049,"1,184",11/5/2024,Hydrabad,desktop,learn data analytics
A1714,Data Analytics Course,121,5517,$222.14,16,7,,"$1,682",11/2/2024,,tablet,learn data analytics
A1715,Data Analytics Course,126,"5,460",211,24,10,0.079,"1,326",11/14/2024,Hydrabad,tablet,online data analytic
A1716,Data Analytics Course,110,"3,159",198,26,10,0.091,"1,608",11/18/2024,Hydrabad,mobile,data analitics online
A1717,Data Analytics Course,190,"5,545",224,13,7,0.037,"1,344",11/14/2024,Hydrabad,tablet,analytics for data
A1718,Data Analytics Course,148,"3,668",246,15,10,0.068,"1,718",11/25/2024,Hydrabad,desktop,data analytics course
A1719,Data Analytics Course,86,"5,663",232,19,10,0.116,"1,547",17/11/2024,Hydrabad,mobile,data anaytics training
A1720,Data Analytics Course,172,3123,$216.67,15,,,"$1,759",2/11/2024,,desktop,online data analytic
A1721,Data Analytics Course,143,"5,638",229,23,4,0.058,"1,398",11/3/2024,Hydrabad,desktop,online data analytic
A1722,Data Analytics Course,172,"4,436",232,21,7,0.041,"1,050",11/27/2024,Hydrabad,mobile,learn data analytics
A1723,Data Analytics Course,138,"5,555",189,14,8,0.058,"1,593",24/11/2024,Hydrabad,desktop,data anaytics training
A1724,Data Analytics Course,132,4972,$248.45,25,9,,"$1,126",11/19/2024,,TABLET,data analitics online
A1725,Data Analytics Course,174,3231,,10,7,0.04,"$1,128",11/12/2024,,Mobile,data analytics course
A1726,Data Analytics Course,154,3461,$235.36,18,4,,"$1,212",18/11/2024,,Tablet,data analitics online
A1727,Data Analytics Course,126,"3,423",236,25,9,0.071,"1,106",20/11/2024,Hydrabad,tablet,data anaytics training
A1728,Data Analytics Course,138,"4,025",221,21,7,0.051,"1,416",11/24/2024,Hydrabad,tablet,data analitics online
A1729,Data Analytics Course,193,"3,800",200,27,9,0.047,"1,393",11/17/2024,Hydrabad,mobile,data analytics course
A1730,Data Analytics Course,156,"5,293",210,26,6,0.038,"1,449",28/11/2024,Hydrabad,tablet,data analytics course
A1731,Data Analytics Course,142,"3,565",180,26,5,0.035,"1,147",11/1/2024,Hydrabad,tablet,data anaytics training
A1732,Data Analytics Course,92,4296,$239.12,11,10,,"$1,169",11/2/2024,,TABLET,data anaytics training
A1733,Data Analytics Course,190,3567,$249.26,,7,0.057,"$1,517",11/26/2024,,Desktop,data analitics online
A1734,Data Analytics Course,134,"4,854",199,21,8,0.06,"1,101",3/11/2024,Hydrabad,desktop,analytics for data
A1735,Data Analytics Course,144,,$186.47,29,8,0.056,"$1,437",29/11/2024,,Mobile,data analytics course
A1736,Data Analytics Course,117,4630,$196.66,15,8,,"$1,361",17/11/2024,,desktop,online data analytic
A1737,Data Analytics Course,160,"3,448",210,19,7,0.044,"1,705",14/11/2024,Hydrabad,desktop,data analytics course
A1738,Data Analytics Course,146,"5,297",199,30,8,0.055,"2,000",11/2/2024,Hydrabad,desktop,data anaytics training
A1739,Data Analytics Course,175,"3,818",191,30,10,0.039,"1,088",11/10/2024,Hydrabad,tablet,data analitics online
A1740,Data Analytics Course,122,"4,791",223,12,4,0.033,"1,246",5/11/2024,Hydrabad,tablet,learn data analytics
A1741,Data Analytics Course,85,"3,713",226,23,5,0.047,"1,867",24/11/2024,Hydrabad,tablet,data analitics online
A1742,Data Analytics Course,167,"3,634",203,30,10,0.06,"1,503",11/23/2024,Hydrabad,desktop,data anaytics training
A1743,Data Analytics Course,158,3025,$180.50,24,9,,"$1,725",26/11/2024,,TABLET,data anaytics training
A1744,Data Analytics Course,176,5868,$184.46,,4,0.023,"$1,229",11/20/2024,,desktop,data analytics course
A1745,Data Analytics Course,111,"3,050",209,10,7,0.063,"1,774",11/26/2024,Hydrabad,tablet,analytics for data
A1746,Data Analytics Course,186,5301,,14,9,,"$1,230",11/17/2024,,desktop,learn data analytics
A1747,Data Analytics Course,177,"3,042",240,26,4,0.023,"1,646",11/20/2024,Hydrabad,mobile,data analytics course
A1748,Data Analytics Course,150,"5,272",239,13,9,0.06,"1,232",1/11/2024,Hydrabad,desktop,online data analytic
A1749,Data Analytics Course,160,"4,279",192,22,10,0.039,"1,234",12/11/2024,Hydrabad,mobile,data analytics course
A1750,Data Analytics Course,147,"5,659",188,22,4,0.045,"1,796",25/11/2024,Hydrabad,mobile,analytics for data
A1751,Data Analytics Course,198,"4,816",225,21,4,0.042,"1,601",5/11/2024,Hydrabad,mobile,online data analytic
A1752,Data Analytics Course,145,3874,,10,10,0.069,"$1,153",11/30/2024,,Mobile,data anaytics training
A1753,Data Analytics Course,94,"5,221",225,17,3,0.036,"1,209",19/11/2024,Hydrabad,tablet,learn data analytics
A1754,Data Analytics Course,90,"5,859",187,17,5,0.056,"1,375",16/11/2024,Hydrabad,mobile,analytics for data
A1755,Data Analytics Course,182,"5,055",233,26,8,0.036,"1,815",10/11/2024,Hydrabad,mobile,data anaytics training
A1756,Data Analytics Course,,4373,$199.32,16,5,,"$1,150",11/2/2024,,desktop,data anaytics training
A1757,Data Analytics Course,,,$234.85,11,8,,"$1,398",11/4/2024,,Desktop,data anaytics training
A1758,Data Analytics Course,103,"3,547",232,11,8,0.078,"1,663",26/11/2024,Hydrabad,tablet,learn data analytics
A1759,Data Analytics Course,148,"3,128",197,27,9,0.061,"1,214",11/12/2024,Hydrabad,tablet,data anaytics training
A1760,Data Analytics Course,151,"5,201",199,15,10,0.066,"1,716",11/5/2024,Hydrabad,tablet,data anaytics training
A1761,Data Analytics Course,148,"5,510",210,27,4,0.048,"1,352",11/6/2024,Hydrabad,mobile,learn data analytics
A1762,Data Analytics Course,103,"5,628",196,24,8,0.034,"1,065",11/9/2024,Hydrabad,mobile,analytics for data
A1763,Data Analytics Course,115,"5,445",184,21,7,0.059,"1,721",11/7/2024,Hydrabad,tablet,data analytics course
A1764,Data Analytics Course,160,5936,$239.87,29,4,,"$1,320",11/24/2024,,mobile,analytics for data
A1765,Data Analytics Course,166,"5,808",195,14,8,0.048,"1,799",11/14/2024,Hydrabad,tablet,data anaytics training
A1766,Data Analytics Course,187,"3,282",235,10,7,0.041,"1,525",29/11/2024,Hydrabad,mobile,online data analytic
A1767,Data Analytics Course,172,3334,$243.12,30,9,0.052,,11/8/2024,,Mobile,online data analytic
A1768,Data Analytics Course,172,"5,546",242,24,10,0.058,"1,681",11/3/2024,Hydrabad,desktop,learn data analytics
A1769,Data Analytics Course,187,"5,734",187,10,8,0.043,"1,183",23/11/2024,Hydrabad,tablet,analytics for data
A1770,Data Analytics Course,196,"4,964",249,26,9,0.046,"1,996",11/19/2024,Hydrabad,mobile,learn data analytics
A1771,Data Analytics Course,131,4774,$240.53,24,7,0.053,,9/11/2024,,TABLET,data anaytics training
A1772,Data Analytics Course,103,"5,244",206,22,7,0.032,"1,954",11/16/2024,Hydrabad,mobile,analytics for data
A1773,Data Analytics Course,114,"3,064",196,23,6,0.053,"1,348",30/11/2024,Hydrabad,mobile,learn data analytics
A1774,Data Analytics Course,116,"3,265",199,24,10,0.086,"1,006",21/11/2024,Hydrabad,mobile,learn data analytics
A1775,Data Analytics Course,164,"5,351",218,10,9,0.055,"1,431",11/12/2024,Hydrabad,tablet,online data analytic
A1776,Data Analytics Course,160,5830,,15,10,0.062,"$1,270",26/11/2024,,MOBILE,online data analytic
A1777,Data Analytics Course,112,"4,808",222,17,7,0.062,"1,186",11/25/2024,Hydrabad,desktop,data analitics online
A1778,Data Analytics Course,87,5506,$188.77,11,5,,"$1,774",11/22/2024,,MOBILE,learn data analytics
A1779,Data Analytics Course,,4798,$198.45,20,10,,"$1,937",11/14/2024,,MOBILE,data anaytics training
A1780,Data Analytics Course,139,"5,763",214,15,5,0.045,"1,781",11/1/2024,Hydrabad,desktop,data analitics online
A1781,Data Analytics Course,193,"3,271",188,30,9,0.053,"1,209",11/13/2024,Hydrabad,tablet,online data analytic
A1782,Data Analytics Course,151,4402,$248.65,21,4,,"$1,722",19/11/2024,,desktop,data analitics online
A1783,Data Analytics Course,90,4281,$216.36,24,4,,"$1,768",11/4/2024,,Mobile,learn data analytics
A1784,Data Analytics Course,169,4480,,11,10,0.059,"$1,769",11/28/2024,,TABLET,online data analytic
A1785,Data Analytics Course,197,"4,373",218,18,9,0.059,"1,988",11/14/2024,Hydrabad,desktop,learn data analytics
A1786,Data Analytics Course,132,,$219.44,17,3,0.055,"$1,949",11/24/2024,,Desktop,learn data analytics
A1787,Data Analytics Course,96,"5,503",244,11,6,0.062,"1,687",11/2/2024,Hydrabad,desktop,data analitics online
A1788,Data Analytics Course,160,4154,$230.16,15,6,,"$1,667",11/16/2024,,MOBILE,online data analytic
A1789,Data Analytics Course,162,5161,$240.72,16,7,,"$1,649",11/15/2024,,TABLET,learn data analytics
A1790,Data Analytics Course,171,"5,517",234,23,5,0.029,"1,349",24/11/2024,Hydrabad,tablet,data analytics course
A1791,Data Analytics Course,110,4161,$204.28,16,10,,"$1,447",11/14/2024,,mobile,data analitics online
A1792,Data Analytics Course,103,"5,332",244,16,3,0.029,"1,882",11/28/2024,Hydrabad,desktop,online data analytic
A1793,Data Analytics Course,167,"3,620",244,24,8,0.053,"1,001",11/5/2024,Hydrabad,desktop,data analytics course
A1794,Data Analytics Course,132,"4,117",239,28,3,0.023,"1,761",11/7/2024,Hydrabad,mobile,analytics for data
A1795,Data Analytics Course,145,5400,$219.89,29,3,,"$1,152",20/11/2024,,TABLET,data analytics course
A1796,Data Analytics Course,140,"5,220",183,25,8,0.057,"1,918",11/11/2024,Hydrabad,desktop,learn data analytics
A1797,Data Analytics Course,122,,$217.66,25,10,0.053,"$1,799",11/26/2024,,TABLET,data analitics online
A1798,Data Analytics Course,87,"4,081",181,20,4,0.046,"1,665",11/8/2024,Hydrabad,tablet,data analitics online
A1799,Data Analytics Course,141,"4,239",200,15,5,0.035,"1,639",11/27/2024,Hydrabad,mobile,data anaytics training
A1800,Data Analytics Course,157,3367,$248.90,,8,0.051,"$1,470",30/11/2024,,tablet,data anaytics training
A1801,Data Analytics Course,95,"5,721",209,16,6,0.063,"1,863",11/5/2024,Hydrabad,mobile,data analytics course
A1802,Data Analytics Course,160,"5,166",210,20,7,0.044,"1,850",11/21/2024,Hydrabad,desktop,data analytics course
A1803,Data Analytics Course,133,"5,430",217,16,6,0.045,"1,199",11/14/2024,Hydrabad,mobile,data analitics online
A1804,Data Analytics Course,154,"3,452",216,21,7,0.058,"1,631",11/2/2024,Hydrabad,mobile,analytics for data
A1805,Data Analytics Course,188,,$220.11,13,4,0.021,"$1,262",29/11/2024,,TABLET,data analitics online
A1806,Data Analytics Course,186,5073,$233.58,15,4,,"$1,965",11/4/2024,,tablet,online data analytic
A1807,Data Analytics Course,101,"5,757",249,25,9,0.035,"1,129",11/1/2024,Hydrabad,mobile,learn data analytics
A1808,Data Analytics Course,150,"3,323",228,14,4,0.027,"1,931",11/18/2024,Hydrabad,mobile,data analytics course
A1809,Data Analytics Course,127,"5,417",229,26,8,0.063,"1,086",11/21/2024,Hydrabad,tablet,learn data analytics
A1810,Data Analytics Course,117,"5,445",214,10,5,0.043,"1,804",19/11/2024,Hydrabad,desktop,data analytics course
A1811,Data Analytics Course,152,"5,173",230,15,5,0.036,"1,779",11/26/2024,Hydrabad,desktop,learn data analytics
A1812,Data Analytics Course,87,3643,$220.76,27,7,,"$1,393",11/3/2024,,desktop,data analitics online
A1813,Data Analytics Course,181,"3,863",180,17,7,0.035,"1,892",11/28/2024,Hydrabad,desktop,data analytics course
A1814,Data Analytics Course,147,3661,$191.67,17,4,0.027,,24/11/2024,,desktop,online data analytic
A1815,Data Analytics Course,173,"5,463",232,17,5,0.029,"1,568",11/26/2024,Hydrabad,desktop,analytics for data
A1816,Data Analytics Course,123,"3,459",212,21,4,0.033,"1,223",24/11/2024,Hydrabad,tablet,learn data analytics
A1817,Data Analytics Course,162,"3,906",237,13,5,0.033,"1,062",11/10/2024,Hydrabad,desktop,data anaytics training
A1818,Data Analytics Course,135,4645,$182.94,12,,,"$1,927",11/30/2024,,Desktop,online data analytic
A1819,Data Analytics Course,169,"3,317",232,29,3,0.049,"1,988",11/24/2024,Hydrabad,mobile,data anaytics training
A1820,Data Analytics Course,120,3235,$220.67,11,4,,"$1,890",11/17/2024,,mobile,learn data analytics
A1821,Data Analytics Course,,4823,$234.73,30,5,,"$1,361",25/11/2024,,Mobile,data anaytics training
A1822,Data Analytics Course,167,"4,403",189,25,4,0.03,"1,572",6/11/2024,Hydrabad,desktop,learn data analytics
A1823,Data Analytics Course,101,3530,$184.83,22,5,,"$1,802",13/11/2024,,Mobile,learn data analytics
A1824,Data Analytics Course,129,"4,679",239,19,3,0.023,"1,215",11/4/2024,Hydrabad,mobile,data analitics online
A1825,Data Analytics Course,153,5396,$233.79,13,8,,"$1,571",1/11/2024,,mobile,data anaytics training
A1826,Data Analytics Course,,3976,$248.65,16,4,,"$1,160",15/11/2024,,Mobile,data anaytics training
A1827,Data Analytics Course,108,"5,545",210,11,8,0.074,"1,491",11/8/2024,Hydrabad,mobile,analytics for data
A1828,Data Analytics Course,85,"4,772",212,15,10,0.118,"1,669",19/11/2024,Hydrabad,mobile,learn data analytics
A1829,Data Analytics Course,109,"4,941",243,18,9,0.083,"1,278",11/11/2024,Hydrabad,desktop,data anaytics training
A1830,Data Analytics Course,119,4369,$216.29,16,4,,,11/22/2024,,tablet,learn data analytics
A1831,Data Analytics Course,143,"5,526",186,15,8,0.056,"1,712",25/11/2024,Hydrabad,desktop,analytics for data
A1832,Data Analytics Course,161,"5,302",184,13,8,0.036,"1,703",30/11/2024,Hydrabad,tablet,learn data analytics
A1833,Data Analytics Course,146,"4,424",197,20,3,0.021,"1,757",30/11/2024,Hydrabad,tablet,online data analytic
A1834,Data Analytics Course,82,"5,971",236,14,8,0.098,"1,568",6/11/2024,Hydrabad,mobile,learn data analytics
A1835,Data Analytics Course,88,"3,733",244,12,8,0.091,"1,622",11/27/2024,Hydrabad,mobile,online data analytic
A1836,Data Analytics Course,127,"4,403",244,15,7,0.055,"1,832",22/11/2024,Hydrabad,tablet,data analytics course
A1837,Data Analytics Course,179,"5,118",190,15,6,0.034,"1,892",11/28/2024,Hydrabad,tablet,data analytics course
A1838,Data Analytics Course,199,"4,407",240,21,9,0.045,"1,054",13/11/2024,Hydrabad,desktop,data analitics online
A1839,Data Analytics Course,191,3190,$211.10,10,7,0.037,,22/11/2024,,tablet,learn data analytics
A1840,Data Analytics Course,99,4880,$245.13,25,8,,"$1,236",11/19/2024,,TABLET,data analytics course
A1841,Data Analytics Course,122,5774,$224.40,23,10,,"$1,330",11/14/2024,,MOBILE,learn data analytics
A1842,Data Analytics Course,178,"4,103",207,17,8,0.045,"1,612",11/15/2024,Hydrabad,mobile,analytics for data
A1843,Data Analytics Course,157,"4,414",241,17,9,0.057,"1,483",11/27/2024,Hydrabad,desktop,learn data analytics
A1844,Data Analytics Course,199,5319,$216.70,25,9,0.045,,1/11/2024,,desktop,online data analytic
A1845,Data Analytics Course,192,"3,320",208,17,3,0.016,"1,169",18/11/2024,Hydrabad,mobile,data anaytics training
A1846,Data Analytics Course,144,"4,146",246,18,10,0.069,"1,074",15/11/2024,Hydrabad,desktop,analytics for data
A1847,Data Analytics Course,147,4720,$227.60,23,8,,"$1,907",11/5/2024,,tablet,online data analytic
A1848,Data Analytics Course,121,3557,$237.03,16,7,,"$1,255",11/25/2024,,MOBILE,data analitics online
A1849,Data Analytics Course,193,"5,899",227,12,9,0.042,"1,832",2/11/2024,Hydrabad,desktop,analytics for data
A1850,Data Analytics Course,170,"4,968",217,21,5,0.045,"1,997",11/24/2024,Hydrabad,tablet,data analytics course
A1851,Data Analytics Course,198,5934,$199.61,14,6,0.03,,13/11/2024,,TABLET,learn data analytics
A1852,Data Analytics Course,133,"4,078",189,21,6,0.045,"1,969",21/11/2024,Hydrabad,desktop,data analitics online
A1853,Data Analytics Course,82,"4,163",208,30,8,0.098,"1,297",11/4/2024,Hydrabad,mobile,data analytics course
A1854,Data Analytics Course,90,"4,330",249,20,4,0.044,"1,618",11/15/2024,Hydrabad,tablet,data anaytics training
A1855,Data Analytics Course,122,"5,882",190,25,7,0.057,"1,357",11/25/2024,Hydrabad,tablet,analytics for data
A1856,Data Analytics Course,105,5645,$218.24,17,6,,"$1,420",11/2/2024,,Mobile,online data analytic
A1857,Data Analytics Course,179,3848,$213.26,12,5,,"$1,807",11/29/2024,,desktop,data analytics course
A1858,Data Analytics Course,91,"5,609",228,12,10,0.11,"1,098",11/11/2024,Hydrabad,desktop,analytics for data
